x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
1.0333333333333334,1.05,1.0666666666666667,1.0833333333333333,1.1,1.1166666666666667,1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666
1.05,1.0666666666666667,1.0833333333333333,1.1,1.1166666666666667,1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332
1.0666666666666667,1.0833333333333333,1.1,1.1166666666666667,1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55
1.0833333333333333,1.1,1.1166666666666667,1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667
1.1,1.1166666666666667,1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335
1.1166666666666667,1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6
1.1333333333333333,1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667
1.15,1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333
1.1666666666666667,1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65
1.1833333333333333,1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665
1.2,1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333
1.2166666666666668,1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7
1.2333333333333334,1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668
1.25,1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334
1.2666666666666666,1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75
1.2833333333333332,1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666
1.3,1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332
1.3166666666666667,1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8
1.3333333333333333,1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667
1.35,1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335
1.3666666666666667,1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85
1.3833333333333333,1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667
1.4,1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333
1.4166666666666667,1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9
1.4333333333333333,1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9,1.9166666666666665
1.45,1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9,1.9166666666666665,1.9333333333333333
1.4666666666666668,1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9,1.9166666666666665,1.9333333333333333,1.95
1.4833333333333334,1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9,1.9166666666666665,1.9333333333333333,1.95,1.9666666666666668
1.5,1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9,1.9166666666666665,1.9333333333333333,1.95,1.9666666666666668,1.9833333333333334
1.5166666666666666,1.5333333333333332,1.55,1.5666666666666667,1.5833333333333335,1.6,1.6166666666666667,1.6333333333333333,1.65,1.6666666666666665,1.6833333333333333,1.7,1.7166666666666668,1.7333333333333334,1.75,1.7666666666666666,1.7833333333333332,1.8,1.8166666666666667,1.8333333333333335,1.85,1.8666666666666667,1.8833333333333333,1.9,1.9166666666666665,1.9333333333333333,1.95,1.9666666666666668,1.9833333333333334,2.0
